show_id;type;title;release_year;added_year;duration_value;movie_min;tv_seasons;CountryName;MovieClassification
s1045;TV Show;High-Rise Invasion;2021;2021;1;NULL;1;Japan;International TV Shows
s1045;TV Show;High-Rise Invasion;2021;2021;1;NULL;1;Japan;TV Thrillers
s1046;TV Show;Next in Fashion;2020;2021;1;NULL;1;United States;Reality TV
s1047;Movie;Only Mine;2019;2021;88;88;NULL;United States;Thrillers
s1048;TV Show;Peasants Rebellion;2018;2021;1;NULL;1;Lebanon;International TV Shows
s1048;TV Show;Peasants Rebellion;2018;2021;1;NULL;1;Lebanon;TV Dramas
s1049;TV Show;Power Players;2020;2021;3;NULL;3;United States;Kids' TV
s1049;TV Show;Power Players;2020;2021;3;NULL;3;France;Kids' TV
s105;TV Show;Tayo the Little Bus;2016;2021;2;NULL;2;South Korea;Kids' TV
s105;TV Show;Tayo the Little Bus;2016;2021;2;NULL;2;South Korea;Korean TV Shows
s1050;TV Show;Ricky Zoom;2019;2021;1;NULL;1;China;British TV Shows
s1050;TV Show;Ricky Zoom;2019;2021;1;NULL;1;United Kingdom;British TV Shows
s1050;TV Show;Ricky Zoom;2019;2021;1;NULL;1;China;Kids' TV
s1050;TV Show;Ricky Zoom;2019;2021;1;NULL;1;United Kingdom;Kids' TV
s1051;Movie;Ride or Die;2021;2021;143;143;NULL;Japan;Dramas
s1051;Movie;Ride or Die;2021;2021;143;143;NULL;Japan;International Movies
s1051;Movie;Ride or Die;2021;2021;143;143;NULL;Japan;LGBTQ Movies
s1052;TV Show;Sonic X;2003;2021;2;NULL;2;Japan;Anime Series
s1052;TV Show;Sonic X;2003;2021;2;NULL;2;Japan;Kids' TV
s1053;Movie;The Master;2012;2021;137;137;NULL;United States;Dramas
s1053;Movie;The Master;2012;2021;137;137;NULL;United States;Independent Movies
s1054;Movie;Time Is Illmatic;2014;2021;75;75;NULL;United States;Documentaries
s1054;Movie;Time Is Illmatic;2014;2021;75;75;NULL;United States;Music & Musicals
s1055;Movie;Wave of Cinema: One Day We'll Talk About Today;2020;2021;71;71;NULL;International;Documentaries
s1055;Movie;Wave of Cinema: One Day We'll Talk About Today;2020;2021;71;71;NULL;International;International Movies
s1055;Movie;Wave of Cinema: One Day We'll Talk About Today;2020;2021;71;71;NULL;International;Music & Musicals
s1056;Movie;Zoot Suit;1981;2021;103;103;NULL;United States;Cult Movies
s1056;Movie;Zoot Suit;1981;2021;103;103;NULL;United States;Dramas
s1056;Movie;Zoot Suit;1981;2021;103;103;NULL;United States;Music & Musicals
s1057;TV Show;Ajaibnya Cinta;2015;2021;1;NULL;1;International;International TV Shows
s1057;TV Show;Ajaibnya Cinta;2015;2021;1;NULL;1;International;TV Dramas
s1058;TV Show;Dad Stop Embarrassing Me!;2021;2021;1;NULL;1;United States;TV Comedies
s1059;TV Show;Fate: The Winx Saga;2021;2021;1;NULL;1;Italy;British TV Shows
s1059;TV Show;Fate: The Winx Saga;2021;2021;1;NULL;1;United Kingdom;British TV Shows
s1059;TV Show;Fate: The Winx Saga;2021;2021;1;NULL;1;Italy;International TV Shows
s1059;TV Show;Fate: The Winx Saga;2021;2021;1;NULL;1;United Kingdom;International TV Shows
s1059;TV Show;Fate: The Winx Saga;2021;2021;1;NULL;1;Italy;TV Dramas
s1059;TV Show;Fate: The Winx Saga;2021;2021;1;NULL;1;United Kingdom;TV Dramas
s106;Movie;Angamaly Diaries;2017;2021;128;128;NULL;India;Action & Adventure
s106;Movie;Angamaly Diaries;2017;2021;128;128;NULL;India;Comedies
s106;Movie;Angamaly Diaries;2017;2021;128;128;NULL;India;Dramas
s1060;TV Show;House of Cards;2018;2021;6;NULL;6;United States;TV Dramas
s1060;TV Show;House of Cards;2018;2021;6;NULL;6;United States;TV Thrillers
s1061;TV Show;Indian Matchmaking;2020;2021;1;NULL;1;United States;Reality TV
s1061;TV Show;Indian Matchmaking;2020;2021;1;NULL;1;India;Reality TV
s1061;TV Show;Indian Matchmaking;2020;2021;1;NULL;1;United States;Romantic TV Shows
s1061;TV Show;Indian Matchmaking;2020;2021;1;NULL;1;India;Romantic TV Shows
s1062;TV Show;Jeffrey Epstein: Filthy Rich;2020;2021;1;NULL;1;United States;Crime TV Shows
s1062;TV Show;Jeffrey Epstein: Filthy Rich;2020;2021;1;NULL;1;United States;Docuseries
s1063;TV Show;Law School;2021;2021;1;NULL;1;South Korea;Crime TV Shows
s1063;TV Show;Law School;2021;2021;1;NULL;1;South Korea;International TV Shows
s1063;TV Show;Law School;2021;2021;1;NULL;1;South Korea;TV Dramas
s1064;TV Show;Living with Yourself;2019;2021;1;NULL;1;United States;TV Comedies
s1064;TV Show;Living with Yourself;2019;2021;1;NULL;1;United States;TV Dramas
s1065;TV Show;Signal;2016;2021;1;NULL;1;South Korea;Crime TV Shows
s1065;TV Show;Signal;2016;2021;1;NULL;1;South Korea;International TV Shows
s1065;TV Show;Signal;2016;2021;1;NULL;1;South Korea;Korean TV Shows
s1066;TV Show;Slasher;2019;2021;3;NULL;3;Canada;TV Horror
s1066;TV Show;Slasher;2019;2021;3;NULL;3;Canada;TV Mysteries
s1066;TV Show;Slasher;2019;2021;3;NULL;3;Canada;TV Thrillers
s1067;Movie;The Soul;2021;2021;130;130;NULL;China;Dramas
s1067;Movie;The Soul;2021;2021;130;130;NULL;Taiwan;Dramas
s1067;Movie;The Soul;2021;2021;130;130;NULL;China;International Movies
s1067;Movie;The Soul;2021;2021;130;130;NULL;Taiwan;International Movies
s1067;Movie;The Soul;2021;2021;130;130;NULL;China;Thrillers
s1067;Movie;The Soul;2021;2021;130;130;NULL;Taiwan;Thrillers
s1068;TV Show;The Underclass;2020;2021;1;NULL;1;Thailand;International TV Shows
s1068;TV Show;The Underclass;2020;2021;1;NULL;1;Thailand;TV Dramas
s1068;TV Show;The Underclass;2020;2021;1;NULL;1;Thailand;Teen TV Shows
s1069;TV Show;Unnatural Selection;2019;2021;1;NULL;1;United States;Docuseries
s1069;TV Show;Unnatural Selection;2019;2021;1;NULL;1;United States;Science & Nature TV
s107;TV Show;Bunk'd;2021;2021;5;NULL;5;United States;Kids' TV
s107;TV Show;Bunk'd;2021;2021;5;NULL;5;United States;TV Comedies
s1070;Movie;Uppena;2020;2021;145;145;NULL;India;Dramas
s1070;Movie;Uppena;2020;2021;145;145;NULL;India;International Movies
s1070;Movie;Uppena;2020;2021;145;145;NULL;India;Romantic Movies
s1071;Movie;Why Did You Kill Me?;2021;2021;84;84;NULL;United States;Documentaries
s1072;Movie;Motu Patlu in Hong Kong: Kung Fu Kings 3;2017;2021;84;84;NULL;International;Children & Family Movies
s1072;Movie;Motu Patlu in Hong Kong: Kung Fu Kings 3;2017;2021;84;84;NULL;International;Music & Musicals
s1073;Movie;Motu Patlu in the City of Gold;2018;2021;77;77;NULL;International;Children & Family Movies
s1073;Movie;Motu Patlu in the City of Gold;2018;2021;77;77;NULL;International;Comedies
s1073;Movie;Motu Patlu in the City of Gold;2018;2021;77;77;NULL;International;Music & Musicals
s1074;Movie;Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers;2018;2021;86;86;NULL;International;Children & Family Movies
s1074;Movie;Motu Patlu Kung Fu Kings 4 The Challenge of Kung Fu Brothers;2018;2021;86;86;NULL;International;Music & Musicals
s1075;Movie;Motu Patlu the Superheroes – Super Villains from Mars;2019;2021;79;79;NULL;International;Children & Family Movies
s1076;TV Show;My Love: Six Stories of True Love;2021;2021;1;NULL;1;United States;Docuseries
s1076;TV Show;My Love: Six Stories of True Love;2021;2021;1;NULL;1;Brazil;Docuseries
s1076;TV Show;My Love: Six Stories of True Love;2021;2021;1;NULL;1;Japan;Docuseries
s1076;TV Show;My Love: Six Stories of True Love;2021;2021;1;NULL;1;Spain;Docuseries
s1076;TV Show;My Love: Six Stories of True Love;2021;2021;1;NULL;1;India;Docuseries
s1077;Movie;Shiva VS Autobots;2018;2021;80;80;NULL;International;Children & Family Movies
s1078;Movie;Shiva: Journey to Plunotaria;2019;2021;81;81;NULL;International;Children & Family Movies
s1079;Movie;Shiva: The Secret World Of Vedas City;2017;2021;78;78;NULL;International;Children & Family Movies
s108;Movie;A Champion Heart;2018;2021;90;90;NULL;United States;Children & Family Movies
s108;Movie;A Champion Heart;2018;2021;90;90;NULL;United States;Dramas
s1080;TV Show;The Baker and the Beauty;2020;2021;1;NULL;1;Israel;Romantic TV Shows
s1080;TV Show;The Baker and the Beauty;2020;2021;1;NULL;1;United States;Romantic TV Shows
s1080;TV Show;The Baker and the Beauty;2020;2021;1;NULL;1;Israel;TV Comedies
s1080;TV Show;The Baker and the Beauty;2020;2021;1;NULL;1;United States;TV Comedies
s1080;TV Show;The Baker and the Beauty;2020;2021;1;NULL;1;Israel;TV Dramas
s1080;TV Show;The Baker and the Beauty;2020;2021;1;NULL;1;United States;TV Dramas
s1081;Movie;New Gods: Nezha Reborn;2021;2021;118;118;NULL;China;Action & Adventure
s1081;Movie;New Gods: Nezha Reborn;2021;2021;118;118;NULL;China;Anime Features
s1081;Movie;New Gods: Nezha Reborn;2021;2021;118;118;NULL;China;International Movies
s1082;TV Show;Nicky, Ricky, Dicky & Dawn;2018;2021;4;NULL;4;United States;Kids' TV
s1082;TV Show;Nicky, Ricky, Dicky & Dawn;2018;2021;4;NULL;4;United States;TV Comedies
s1083;TV Show;Don't be the First one;2021;2021;1;NULL;1;International;International TV Shows
s1083;TV Show;Don't be the First one;2021;2021;1;NULL;1;International;Reality TV
s1084;Movie;The Stand-In;2020;2021;102;102;NULL;United States;Comedies
s1085;TV Show;Heaven Official's Blessing;2020;2021;1;NULL;1;China;Anime Series
s1085;TV Show;Heaven Official's Blessing;2020;2021;1;NULL;1;China;International TV Shows
s1085;TV Show;Heaven Official's Blessing;2020;2021;1;NULL;1;China;Romantic TV Shows
s1086;Movie;Night in Paradise;2021;2021;132;132;NULL;South Korea;Dramas
s1086;Movie;Night in Paradise;2021;2021;132;132;NULL;South Korea;International Movies
s1087;Movie;Ojukokoro: Greed;2016;2021;108;108;NULL;Nigeria;Dramas
s1087;Movie;Ojukokoro: Greed;2016;2021;108;108;NULL;Nigeria;International Movies
s1087;Movie;Ojukokoro: Greed;2016;2021;108;108;NULL;Nigeria;Thrillers
s1088;Movie;Roohi;2021;2021;133;133;NULL;India;Comedies
s1088;Movie;Roohi;2021;2021;133;133;NULL;India;Horror Movies
s1088;Movie;Roohi;2021;2021;133;133;NULL;India;International Movies
s1089;Movie;Thunder Force;2021;2021;107;107;NULL;United States;Action & Adventure
s1089;Movie;Thunder Force;2021;2021;107;107;NULL;United States;Comedies
s109;TV Show;Dive Club;2021;2021;1;NULL;1;Australia;Kids' TV
s109;TV Show;Dive Club;2021;2021;1;NULL;1;Australia;TV Dramas
s109;TV Show;Dive Club;2021;2021;1;NULL;1;Australia;Teen TV Shows
s1090;Movie;Two Distant Strangers;2021;2021;32;32;NULL;United States;Dramas
s1091;Movie;Story of Kale: When Someone's in Love;2020;2021;78;78;NULL;Indonesia;Dramas
s1091;Movie;Story of Kale: When Someone's in Love;2020;2021;78;78;NULL;Indonesia;International Movies
s1091;Movie;Story of Kale: When Someone's in Love;2020;2021;78;78;NULL;Indonesia;Romantic Movies
s1092;TV Show;The Way of the Househusband;2021;2021;1;NULL;1;Japan;Anime Series
s1092;TV Show;The Way of the Househusband;2021;2021;1;NULL;1;Japan;International TV Shows
s1093;Movie;Dolly Parton: A MusiCares Tribute;2021;2021;55;55;NULL;International;Documentaries
s1093;Movie;Dolly Parton: A MusiCares Tribute;2021;2021;55;55;NULL;International;Music & Musicals
s1094;TV Show;The Big Day;2021;2021;2;NULL;2;India;International TV Shows
s1094;TV Show;The Big Day;2021;2021;2;NULL;2;India;Reality TV
s1094;TV Show;The Big Day;2021;2021;2;NULL;2;India;Romantic TV Shows
s1095;TV Show;The Wedding Coach;2021;2021;1;NULL;1;International;Reality TV
s1095;TV Show;The Wedding Coach;2021;2021;1;NULL;1;International;Romantic TV Shows
s1096;TV Show;This Is a Robbery: The World's Biggest Art Heist;2021;2021;1;NULL;1;International;Crime TV Shows
s1096;TV Show;This Is a Robbery: The World's Biggest Art Heist;2021;2021;1;NULL;1;International;Docuseries
s1096;TV Show;This Is a Robbery: The World's Biggest Art Heist;2021;2021;1;NULL;1;International;TV Mysteries
s1097;Movie;The Last Kids on Earth: Happy Apocalypse to You;2021;2021;92;92;NULL;International;Children & Family Movies
s1097;Movie;The Last Kids on Earth: Happy Apocalypse to You;2021;2021;92;92;NULL;International;Comedies
s1098;Movie;Coded Bias;2020;2021;86;86;NULL;United States;Documentaries
s1098;Movie;Coded Bias;2020;2021;86;86;NULL;China;Documentaries
s1098;Movie;Coded Bias;2020;2021;86;86;NULL;United Kingdom;Documentaries
s1099;Movie;Mandela;2021;2021;140;140;NULL;India;Comedies
s1099;Movie;Mandela;2021;2021;140;140;NULL;India;Dramas
s1099;Movie;Mandela;2021;2021;140;140;NULL;India;International Movies
s11;TV Show;Vendetta: Truth, Lies and The Mafia;2021;2021;1;NULL;1;International;Crime TV Shows
s11;TV Show;Vendetta: Truth, Lies and The Mafia;2021;2021;1;NULL;1;International;Docuseries
s11;TV Show;Vendetta: Truth, Lies and The Mafia;2021;2021;1;NULL;1;International;International TV Shows
s110;TV Show;La casa de papel;2021;2021;5;NULL;5;Spain;Crime TV Shows
s110;TV Show;La casa de papel;2021;2021;5;NULL;5;Spain;International TV Shows
s110;TV Show;La casa de papel;2021;2021;5;NULL;5;Spain;Spanish-Language TV Shows
s1100;Movie;The Fisherman's Diary;2020;2021;143;143;NULL;Cameroon;Dramas
s1100;Movie;The Fisherman's Diary;2020;2021;143;143;NULL;Cameroon;International Movies
s1101;Movie;What Lies Below;2020;2021;88;88;NULL;United States;Horror Movies
s1101;Movie;What Lies Below;2020;2021;88;88;NULL;United States;Thrillers
s1102;Movie;Escape from Planet Earth;2013;2021;89;89;NULL;United States;Children & Family Movies
s1102;Movie;Escape from Planet Earth;2013;2021;89;89;NULL;Canada;Children & Family Movies
s1102;Movie;Escape from Planet Earth;2013;2021;89;89;NULL;United States;Comedies
s1102;Movie;Escape from Planet Earth;2013;2021;89;89;NULL;Canada;Comedies
s1102;Movie;Escape from Planet Earth;2013;2021;89;89;NULL;United States;Sci-Fi & Fantasy
s1102;Movie;Escape from Planet Earth;2013;2021;89;89;NULL;Canada;Sci-Fi & Fantasy
s1103;Movie;Accepted;2006;2021;93;93;NULL;United States;Comedies
s1104;Movie;Air Strike;2018;2021;97;97;NULL;China;Action & Adventure
s1104;Movie;Air Strike;2018;2021;97;97;NULL;China;Dramas
s1104;Movie;Air Strike;2018;2021;97;97;NULL;China;International Movies
s1105;Movie;An American Girl: McKenna Shoots for the Stars;2012;2021;94;94;NULL;United States;Children & Family Movies
s1105;Movie;An American Girl: McKenna Shoots for the Stars;2012;2021;94;94;NULL;Canada;Children & Family Movies
s1105;Movie;An American Girl: McKenna Shoots for the Stars;2012;2021;94;94;NULL;United States;Comedies
s1105;Movie;An American Girl: McKenna Shoots for the Stars;2012;2021;94;94;NULL;Canada;Comedies
s1105;Movie;An American Girl: McKenna Shoots for the Stars;2012;2021;94;94;NULL;United States;Dramas
s1105;Movie;An American Girl: McKenna Shoots for the Stars;2012;2021;94;94;NULL;Canada;Dramas
s1106;Movie;Concrete Cowboy;2021;2021;112;112;NULL;United Kingdom;Dramas
s1106;Movie;Concrete Cowboy;2021;2021;112;112;NULL;United States;Dramas
s1106;Movie;Concrete Cowboy;2021;2021;112;112;NULL;United Kingdom;Independent Movies
s1106;Movie;Concrete Cowboy;2021;2021;112;112;NULL;United States;Independent Movies
s1107;Movie;Cross: Rise of the Villains;2019;2021;100;100;NULL;United States;Action & Adventure
s1108;Movie;God Calling;2018;2021;120;120;NULL;Nigeria;Dramas
s1108;Movie;God Calling;2018;2021;120;120;NULL;Nigeria;Faith & Spirituality
s1108;Movie;God Calling;2018;2021;120;120;NULL;Nigeria;International Movies
s1109;Movie;Irul;2021;2021;91;91;NULL;India;International Movies
